Hour,Hour,ratio
8.0,,0.000390710242222702
8.5,,0.00019342864064716652
8.6,,0.00019038417118397377
8.615384615384615,,0.0002406429832227398
8.666666666666666,,0.00018803445326311732
8.733333333333333,,0.00018048999496235953
8.866666666666667,,0.0002111784514006366
8.923076923076923,,0.00016553030531807152
8.944444444444445,,0.0002270067788147458
9.0,,0.0004412549435849694
9.058823529411764,,0.00021924509705108558
9.0625,,0.000609917114734656
9.066666666666666,,0.00017448761883204428
9.117647058823529,,0.0003662685448088215
9.133333333333333,,0.0005258227868816941
9.153846153846153,,0.00017578499463667284
9.166666666666666,,0.000386092511554005
9.176470588235293,,0.00021077550959470583
9.1875,,0.00040937303048705877
9.2,,0.00023868061885097948
9.214285714285714,,0.00018035212668884314
9.23076923076923,,0.00015167081235218638
9.25,,0.0003500346213074627
9.294117647058824,,0.00023898744334204045
9.3125,,0.00023035490700029548
9.352941176470589,,0.0001641218169732485
9.357142857142858,,0.00016075696003628267
9.368421052631579,,0.0001924612879636279
9.375,,0.0006255796846270182
9.384615384615385,,0.0001805298628534191
9.38888888888889,,0.0001657156790096704
9.4,,0.0008540858695661218
9.411764705882353,,0.00039778000575567136
9.428571428571429,,0.0006695592763521829
9.4375,,0.00041847090041129115
9.444444444444445,,0.00016714613326729668
9.461538461538462,,0.00017460663332456695
9.466666666666667,,0.00018194442014408488
9.470588235294118,,0.00017225274107801665
9.5,,0.0008992083151167914
9.529411764705882,,0.0002020558669363601
9.533333333333333,,0.00021418857537241104
9.5625,,0.0005286498311476648
9.571428571428571,,0.00018201165220339225
9.578947368421053,,0.00021630336181354252
9.588235294117647,,0.0008829449181419275
9.6,,0.00033704112161766706
9.61111111111111,,0.0004122055710447977
9.615384615384615,,0.0001903515043898215
9.625,,0.0003953636033188051
9.631578947368421,,0.00016570194294603221
9.642857142857142,,0.00035426401782314766
9.647058823529411,,0.0010053443112964537
9.666666666666666,,0.0008107196310752026
9.6875,,0.0005182698181936822
9.7,,0.0002043884389299546
9.705882352941176,,0.00020279326696137694
9.714285714285714,,0.0005654760244649576
9.722222222222221,,0.0006568940977778076
9.733333333333333,,0.001094376228166214
9.736842105263158,,0.0002026710651778336
9.75,,0.00140452745150655
9.764705882352942,,0.0005451023182893305
9.76923076923077,,0.0006672922634969107
9.777777777777779,,0.00021281074367597263
9.789473684210526,,0.0002269552312498427
9.8,,0.0003732009060216036
9.8125,,0.0007301210157067553
9.818181818181818,,0.0001859875503941931
9.823529411764707,,0.0001842396215254136
9.833333333333334,,0.00018731007746800602
9.842105263157896,,0.0003901484016163905
9.857142857142858,,0.00017888682036912865
9.866666666666667,,0.0002293991905116603
9.875,,0.00023255298045826795
9.882352941176471,,0.0005450429958840594
9.88888888888889,,0.0013398767876830525
9.923076923076923,,0.00021290043006472734
9.928571428571429,,0.00016248122528244333
9.933333333333334,,0.0007985058069676965
9.9375,,0.0008572829561078847
9.941176470588236,,0.0011461081189232932
9.944444444444445,,0.0015794938328115575
9.947368421052632,,0.00032374722485408814
9.95,,0.0001829205615621299
10.0,,0.005147114548123035
10.047619047619047,,0.00038154558387816826
10.05,,0.000998345018390973
10.052631578947368,,0.0012519729230829552
10.055555555555555,,0.0008884383313968634
10.058823529411764,,0.0007681568148586548
10.0625,,0.0007383516239798748
10.066666666666666,,0.0007485617483282974
10.071428571428571,,0.0009839591205651262
10.076923076923077,,0.00022669707709396686
10.095238095238095,,0.00019159556402111423
10.1,,0.0005736858430777849
10.105263157894736,,0.00038114329211375833
10.11111111111111,,0.0003670104503329728
10.117647058823529,,0.0013021928763570756
10.125,,0.0007213550508854327
10.133333333333333,,0.0005608583491293645
10.142857142857142,,0.001117889212379679
10.15,,0.0004140075746259591
10.157894736842104,,0.0007441970842462536
10.166666666666666,,0.0013040977012689489
10.176470588235293,,0.0013011423441422099
10.1875,,0.00200925695331063
10.2,,0.001926964008489759
10.210526315789474,,0.0011981317341623453
10.222222222222221,,0.0011500164308345683
10.23076923076923,,0.00017228329760419822
10.235294117647058,,0.001165948835278685
10.238095238095237,,0.0003804574700792514
10.25,,0.002549250279629282
10.263157894736842,,0.001068854024706293
10.266666666666667,,0.0007381535447165356
10.277777777777779,,0.0007733544921565106
10.285714285714286,,0.0007537273102376133
10.294117647058824,,0.0016829165642224904
10.3,,0.001127426742586866
10.307692307692308,,0.000434342015706702
10.3125,,0.0011329125914007778
10.31578947368421,,0.0011918618183316683
10.333333333333334,,0.0022216918696737606
10.35,,0.0011267188911270062
10.352941176470589,,0.004087753009352121
10.357142857142858,,0.00019955338398849965
10.368421052631579,,0.001638140479082462
10.375,,0.001668678436040877
10.380952380952381,,0.0009809734943509475
10.38888888888889,,0.0026210780012437887
10.4,,0.0016944608669868478
10.411764705882353,,0.001978103351018996
10.421052631578947,,0.00170655391451524
10.428571428571429,,0.0007413744831382902
10.4375,,0.001302536045207822
10.444444444444445,,0.002032340048989362
10.45,,0.0009126432911453935
10.466666666666667,,0.0009097093351395432
10.470588235294118,,0.0027672565427610484
10.473684210526315,,0.0021687452077707213
10.476190476190476,,0.00016406810856293063
10.5,,0.00646445038665871
10.523809523809524,,0.0006227111142303836
10.526315789473685,,0.001733210463013108
10.529411764705882,,0.0020934005757044702
10.533333333333333,,0.001629495762084285
10.545454545454545,,0.0003766101671555953
10.55,,0.0024233521317353858
10.555555555555555,,0.0022090461839387623
10.5625,,0.002321664227122107
10.571428571428571,,0.0017909875940599587
10.578947368421053,,0.002611356787445236
10.583333333333334,,0.0006015939560001483
10.588235294117647,,0.0027314460847233414
10.590909090909092,,0.00022162382993126743
