,ID,AEP_MW
33121,,3169.6603448038304
33122,,13803.169234159937
33123,,12410.46330093571
33124,,3002.3808830923526
33125,,653.0486644268873
33126,,
33127,,
33128,,
33129,,
33130,,
33131,,
33132,,
33133,,
33134,,
33135,,
33136,,
33137,,
33138,,
33139,,
33140,,
33141,,
33142,,
33143,,240.6875312376659
33144,,271.82436378861547
33145,,3170.7545892259313
33146,,13807.93442641991
33147,,12414.74769697991
33148,,3003.4173785451644
33149,,653.2741128285058
33150,,
33151,,
33152,,
33153,,
33154,,
33155,,
33156,,
33157,,
33158,,
33159,,
33160,,
33161,,
33162,,
33163,,
33164,,
33165,,
33166,,
33167,,240.77059379615628
33168,,271.91817183509045
33169,,3171.8488336480323
33170,,13812.699618679882
33171,,12419.032093024112
33172,,3004.4538739979766
33173,,653.4995612301245
33174,,
33175,,
33176,,
33177,,
33178,,
33179,,
33180,,
33181,,
33182,,
33183,,
33184,,
33185,,
33186,,
33187,,
33188,,
33189,,
33190,,
33191,,240.8536563546466
33192,,272.0119798815654
33193,,3172.9430780701337
33194,,13817.464810939851
33195,,12423.316489068315
33196,,3005.490369450788
33197,,653.7250096317429
33198,,
33199,,
33200,,
33201,,
33202,,
33203,,
33204,,
33205,,
33206,,
33207,,
33208,,
33209,,
33210,,
33211,,
33212,,
33213,,
33214,,
33215,,240.93671891313699
33216,,272.10578792804046
33217,,3174.037322492235
33218,,13822.230003199827
33219,,12427.600885112519
33220,,3006.5268649036
33221,,653.9504580333615
33222,,
33223,,
33224,,
33225,,
33226,,
33227,,
33228,,
33229,,
33230,,
33231,,
33232,,
33233,,
33234,,
33235,,
33236,,
33237,,
33238,,
33239,,241.0197814716273
33240,,272.19959597451543
33241,,3175.131566914337
33242,,13826.995195459798
33243,,12431.88528115672
33244,,3007.563360356412
33245,,654.1759064349801
33246,,
33247,,
33248,,
33249,,
33250,,
33251,,
33252,,
33253,,
33254,,
33255,,
33256,,
33257,,
33258,,
33259,,
33260,,
33261,,
33262,,
33263,,241.1028440301177
33264,,272.2934040209904
33265,,3176.225811336438
33266,,13831.760387719769
33267,,12436.16967720092
33268,,3008.5998558092238
33269,,654.4013548365987
33270,,
33271,,
33272,,
33273,,
33274,,
33275,,
33276,,
33277,,
33278,,
33279,,
33280,,
33281,,
33282,,
33283,,
33284,,
33285,,
33286,,
33287,,241.18590658860802
33288,,272.38721206746544
33289,,3177.3200557585387
33290,,13836.525579979741
33291,,12440.454073245122
33292,,3009.6363512620355
33293,,654.6268032382172
33294,,
33295,,
33296,,
33297,,
33298,,
33299,,
33300,,
33301,,
33302,,
33303,,
33304,,
33305,,
33306,,
33307,,
33308,,
33309,,
33310,,
33311,,241.26896914709837
33312,,272.4810201139404
33313,,3178.41430018064
33314,,13841.290772239714
33315,,12444.738469289325
33316,,3010.6728467148473
33317,,654.8522516398358
33318,,
33319,,
33320,,
33321,,
33322,,
33323,,
33324,,
33325,,
33326,,
33327,,
33328,,
33329,,
33330,,
33331,,
33332,,
33333,,
33334,,
33335,,241.35203170558876
33336,,272.57482816041545
33337,,3179.5085446027415
33338,,13846.055964499687
33339,,12449.022865333529
33340,,3011.70934216766
33341,,655.0777000414544
33342,,
33343,,
33344,,
33345,,
33346,,
33347,,
33348,,
33349,,
33350,,
33351,,
33352,,
33353,,
33354,,
33355,,
33356,,
33357,,
33358,,
33359,,241.4350942640791
33360,,272.6686362068905
33361,,3180.6027890248424
33362,,13850.821156759659
33363,,12453.30726137773
33364,,3012.7458376204713
33365,,655.303148443073
33366,,
33367,,
33368,,
33369,,
33370,,
33371,,
33372,,
33373,,
33374,,
33375,,
33376,,
33377,,
33378,,
33379,,
33380,,
33381,,
33382,,
33383,,241.51815682256944
33384,,272.7624442533654
33385,,3181.6970334469443
33386,,13855.586349019632
33387,,12457.59165742193
33388,,3013.7823330732836
33389,,655.5285968446915
33390,,
33391,,
33392,,
33393,,
33394,,
33395,,
33396,,
33397,,
33398,,
33399,,
33400,,
33401,,
33402,,
33403,,
33404,,
33405,,
33406,,
33407,,241.60121938105982
33408,,272.85625229984043
33409,,3182.791277869045
33410,,13860.351541279602
33411,,12461.876053466132
33412,,3014.818828526095
33413,,655.7540452463102
33414,,
33415,,
33416,,
33417,,
33418,,
33419,,
33420,,
33421,,
33422,,
33423,,
33424,,
33425,,
33426,,
33427,,
33428,,
33429,,
33430,,
33431,,241.68428193955015
33432,,272.9500603463154
33433,,3183.8855222911466
33434,,13865.116733539573
33435,,12466.160449510335
33436,,3015.855323978907
33437,,655.9794936479286
33438,,
33439,,
33440,,
33441,,
33442,,
33443,,
33444,,
33445,,
33446,,
33447,,
33448,,
33449,,
33450,,
33451,,
33452,,
33453,,
33454,,
33455,,241.76734449804053
33456,,273.04386839279044
33457,,3184.979766713248
33458,,13869.88192579955
33459,,12470.444845554539
33460,,3016.891819431719
33461,,656.2049420495473
33462,,
33463,,
33464,,
33465,,
33466,,
33467,,
33468,,
33469,,
33470,,
33471,,
33472,,
33473,,
33474,,
33475,,
33476,,
33477,,
33478,,
33479,,241.85040705653086
33480,,273.1376764392654
33481,,3186.074011135349
33482,,13874.647118059518
33483,,12474.729241598736
33484,,3017.9283148845307
33485,,656.4303904511657
33486,,
33487,,
33488,,
33489,,
33490,,
33491,,
33492,,
33493,,
33494,,
33495,,
33496,,
33497,,
33498,,
33499,,
33500,,
33501,,
33502,,
33503,,241.93346961502124
33504,,273.23148448574045
33505,,3187.16825555745
33506,,13879.41231031949
33507,,12479.01363764294
33508,,3018.9648103373424
33509,,656.6558388527844
33510,,
33511,,
33512,,
33513,,
33514,,
33515,,
33516,,
33517,,
33518,,
33519,,
33520,,
33521,,
33522,,
33523,,
33524,,
33525,,
33526,,
33527,,242.01653217351156
33528,,273.3252925322154
33529,,3188.262499979551
33530,,13884.177502579463
33531,,12483.298033687142
33532,,3020.001305790154
33533,,656.881287254403
33534,,
33535,,
33536,,
33537,,
33538,,
33539,,
33540,,
33541,,
33542,,
33543,,
33544,,
33545,,
33546,,
33547,,
33548,,
33549,,
33550,,
33551,,242.09959473200195
33552,,273.4191005786904
33553,,3189.356744401653
33554,,13888.942694839436
33555,,12487.582429731345
33556,,3021.0378012429665
33557,,657.1067356560216
33558,,
33559,,
33560,,
33561,,
33562,,
33563,,
33564,,
33565,,
33566,,
33567,,
33568,,
33569,,
33570,,
33571,,
33572,,
33573,,
33574,,
33575,,242.18265729049233
33576,,273.51290862516544
33577,,3190.4509888237544
33578,,13893.707887099406
33579,,12491.866825775549
33580,,3022.0742966957787
33581,,657.3321840576402
33582,,
33583,,
33584,,
33585,,
33586,,
33587,,
33588,,
33589,,
33590,,
33591,,
33592,,
33593,,
33594,,
33595,,
33596,,
33597,,
33598,,
33599,,242.26571984898263
33600,,273.60671667164036
33601,,3191.5452332458553
33602,,13898.473079359377
33603,,12496.151221819746
33604,,3023.11079214859
33605,,657.5576324592587
33606,,
33607,,
33608,,
33609,,
33610,,
33611,,
33612,,
33613,,
33614,,
33615,,
33616,,
33617,,
33618,,
33619,,
33620,,
33621,,
33622,,
33623,,242.348782407473
33624,,273.7005247181154
33625,,3192.6394776679563
33626,,13903.23827161935
33627,,12500.43561786395
33628,,3024.1472876014022
33629,,657.7830808608774
33630,,
33631,,
33632,,
33633,,
33634,,
33635,,
33636,,
33637,,
33638,,
33639,,
33640,,
33641,,
33642,,
33643,,
33644,,
33645,,
33646,,
33647,,242.43184496596336
33648,,273.7943327645904
33649,,3193.7337220900577
33650,,13908.003463879322
33651,,12504.720013908152
33652,,3025.183783054214
33653,,658.0085292624959
33654,,
33655,,
33656,,
33657,,
33658,,
33659,,
33660,,
33661,,
33662,,
33663,,
33664,,
33665,,
33666,,
33667,,
33668,,
33669,,
33670,,
33671,,242.51490752445375
33672,,273.8881408110654
33673,,3194.827966512159
33674,,13912.768656139293
33675,,12509.004409952355
33676,,3026.220278507026
33677,,658.2339776641145
33678,,
33679,,
33680,,
33681,,
33682,,
33683,,
33684,,
33685,,
33686,,
33687,,
33688,,
33689,,
33690,,
33691,,
33692,,
33693,,
33694,,
33695,,242.59797008294413
33696,,273.98194885754043
33697,,3195.922210934261
33698,,13917.533848399267
33699,,12513.288805996559
33700,,3027.256773959838
33701,,658.4594260657332
33702,,
33703,,
33704,,
33705,,
33706,,
33707,,
33708,,
33709,,
33710,,
33711,,
33712,,
33713,,
33714,,
33715,,
33716,,
33717,,
33718,,
33719,,242.6810326414344
33720,,274.0757569040154
33721,,3197.016455356362
33722,,13922.29904065924
33723,,12517.573202040756
33724,,3028.2932694126494
33725,,658.6848744673515
33726,,
33727,,
33728,,
33729,,
33730,,
33731,,
33732,,
33733,,
33734,,
33735,,
33736,,
33737,,
33738,,
33739,,
33740,,
33741,,
33742,,
33743,,242.76409519992478
33744,,274.16956495049044
33745,,3198.1106997784627
33746,,13927.06423291921
33747,,12521.85759808496
33748,,3029.3297648654616
33749,,658.9103228689702
33750,,
33751,,
33752,,
33753,,
33754,,
33755,,
33756,,
33757,,
33758,,
33759,,
33760,,
33761,,
33762,,
33763,,
33764,,
33765,,
33766,,
33767,,242.84715775841514
33768,,274.26337299696536
33769,,3199.204944200564
33770,,13931.829425179181
33771,,12526.141994129162
33772,,3030.3662603182734
33773,,659.1357712705887
33774,,
33775,,
33776,,
33777,,
33778,,
33779,,
33780,,
33781,,
33782,,
33783,,
33784,,
33785,,
33786,,
33787,,
33788,,
33789,,
33790,,
33791,,242.9302203169055
33792,,274.3571810434404
33793,,3200.2991886226655
33794,,13936.594617439154
33795,,12530.426390173365
33796,,3031.402755771085
33797,,659.3612196722073
33798,,
33799,,
33800,,
33801,,
33802,,
33803,,
33804,,
33805,,
33806,,
33807,,
33808,,
33809,,
33810,,
33811,,
33812,,
33813,,
33814,,
33815,,243.01328287539587
33816,,274.4509890899154
33817,,3201.3934330447673
33818,,13941.359809699128
33819,,12534.710786217569
33820,,3032.4392512238974
33821,,659.586668073826
33822,,
33823,,
33824,,
33825,,
33826,,
33827,,
33828,,
33829,,
33830,,
33831,,
33832,,
33833,,
33834,,
33835,,
33836,,
33837,,
33838,,
33839,,243.0963454338862
33840,,274.5447971363904
33841,,3202.4876774668674
33842,,13946.125001959097
33843,,12538.995182261766
33844,,3033.4757466767087
33845,,659.8121164754444
33846,,
33847,,
33848,,
33849,,
33850,,
33851,,
33852,,
33853,,
33854,,
33855,,
33856,,
33857,,
33858,,
33859,,
33860,,
33861,,
33862,,
33863,,243.17940799237658
33864,,274.63860518286543
33865,,3203.581921888969
33866,,13950.890194219071
33867,,12543.27957830597
33868,,3034.512242129521
33869,,660.0375648770631
33870,,
33871,,
33872,,
33873,,
33874,,
33875,,
33876,,
33877,,
33878,,
33879,,
33880,,
33881,,
33882,,
33883,,
33884,,
33885,,
33886,,
33887,,243.2624705508669
33888,,274.7324132293404
33889,,3204.6761663110706
33890,,13955.655386479044
33891,,12547.563974350172
33892,,3035.5487375823327
33893,,660.2630132786817
33894,,
33895,,
33896,,
33897,,
33898,,
33899,,
33900,,
33901,,
33902,,
33903,,
33904,,
33905,,
33906,,
33907,,
33908,,
33909,,
33910,,
33911,,243.34553310935726
33912,,274.82622127581544
33913,,3205.770410733172
33914,,13960.420578739015
33915,,12551.848370394375
33916,,3036.5852330351445
33917,,660.4884616803002
33918,,
33919,,
33920,,
33921,,
33922,,
33923,,
33924,,
33925,,
33926,,
33927,,
33928,,
33929,,
33930,,
33931,,
33932,,
33933,,
33934,,
33935,,243.42859566784765
33936,,274.92002932229036
33937,,3206.864655155273
33938,,13965.185770998985
33939,,12556.132766438575
33940,,3037.6217284879563
33941,,660.7139100819188
33942,,
33943,,
33944,,
33945,,
33946,,
33947,,
33948,,
33949,,
33950,,
33951,,
33952,,
33953,,
33954,,
33955,,
33956,,
33957,,
33958,,
33959,,243.511658226338
33960,,275.0138373687654
33961,,3207.958899577374
33962,,13969.950963258958
33963,,12560.417162482776
33964,,3038.658223940768
33965,,660.9393584835374
33966,,
33967,,
33968,,
33969,,
33970,,
33971,,
33972,,
33973,,
33974,,
33975,,
33976,,
33977,,
33978,,
33979,,
33980,,
33981,,
33982,,
33983,,243.59472078482838
33984,,275.10764541524037
33985,,3209.0531439994757
33986,,13974.716155518932
33987,,12564.70155852698
33988,,3039.6947193935803
33989,,661.1648068851559
33990,,
33991,,
33992,,
33993,,
33994,,
33995,,
33996,,
33997,,
33998,,
33999,,
34000,,
34001,,
34002,,
34003,,
34004,,
34005,,
34006,,
34007,,243.6777833433187
34008,,275.2014534617154
34009,,3210.147388421577
34010,,13979.481347778903
34011,,12568.985954571182
34012,,3040.7312148463925
34013,,661.3902552867746
34014,,
34015,,
34016,,
34017,,
34018,,
34019,,
34020,,
34021,,
34022,,
34023,,
34024,,
34025,,
34026,,
34027,,
34028,,
34029,,
34030,,
34031,,243.76084590180903
34032,,275.2952615081904
34033,,3211.2416328436784
34034,,13984.246540038876
34035,,12573.270350615385
34036,,3041.767710299204
34037,,661.6157036883931
34038,,
34039,,
34040,,
34041,,
34042,,
34043,,
34044,,
34045,,
34046,,
34047,,
34048,,
34049,,
34050,,
34051,,
34052,,
34053,,
34054,,
34055,,243.8439084602994
34056,,275.3890695546654
34057,,3212.3358772657793
34058,,13989.011732298848
34059,,12577.554746659585
34060,,3042.804205752016
34061,,661.8411520900117
34062,,
34063,,
34064,,
34065,,
34066,,
34067,,
34068,,
34069,,
34070,,
34071,,
34072,,
34073,,
34074,,
34075,,
34076,,
34077,,
34078,,
34079,,243.92697101878977
34080,,275.4828776011404
34081,,3213.4301216878803
34082,,13993.776924558819
34083,,12581.839142703786
34084,,3043.8407012048274
34085,,662.0666004916302
34086,,
34087,,
34088,,
34089,,
34090,,
34091,,
34092,,
34093,,
34094,,
34095,,
34096,,
34097,,
34098,,
34099,,
34100,,
34101,,
34102,,
34103,,244.01003357728015
34104,,275.57668564761536
34105,,3214.524366109982
34106,,13998.542116818793
34107,,12586.12353874799
34108,,3044.8771966576396
34109,,662.2920488932489
34110,,
34111,,
34112,,
34113,,
34114,,
34115,,
34116,,
34117,,
34118,,
34119,,
34120,,
34121,,
34122,,
34123,,
34124,,
34125,,
34126,,
34127,,244.09309613577045
34128,,275.6704936940904
34129,,3215.618610532083
34130,,14003.307309078762
34131,,12590.40793479219
34132,,3045.913692110451
34133,,662.5174972948673
34134,,
34135,,
34136,,
34137,,
34138,,
34139,,
34140,,
34141,,
34142,,
34143,,
34144,,
34145,,
34146,,
34147,,
34148,,
34149,,
34150,,
34151,,244.17615869426083
34152,,275.7643017405654
34153,,3216.712854954185
34154,,14008.072501338736
34155,,12594.692330836395
34156,,3046.950187563263
34157,,662.742945696486
34158,,
34159,,
34160,,
34161,,
34162,,
34163,,
34164,,
34165,,
34166,,
34167,,
34168,,
34169,,
34170,,
34171,,
34172,,
34173,,
34174,,
34175,,244.25922125275116
34176,,275.85810978704035
34177,,3217.807099376286
34178,,14012.837693598707
34179,,12598.976726880595
34180,,3047.9866830160754
34181,,662.9683940981046
34182,,
34183,,
34184,,
34185,,
34186,,
34187,,
34188,,
34189,,
34190,,
34191,,
34192,,
34193,,
34194,,
34195,,
34196,,
34197,,
34198,,
34199,,244.34228381124151
34200,,275.9519178335154
34201,,3218.9013437983867
34202,,14017.60288585868
34203,,12603.261122924796
34204,,3049.023178468887
34205,,663.1938424997231
34206,,
34207,,
34208,,
34209,,
34210,,
34211,,
34212,,
34213,,
34214,,
34215,,
34216,,
34217,,
34218,,
34219,,
34220,,
34221,,
34222,,
34223,,244.4253463697319
34224,,276.0457258799904
34225,,3219.9955882204886
34226,,14022.368078118652
34227,,12607.545518969
34228,,3050.0596739216994
34229,,663.4192909013418
34230,,
34231,,
34232,,
34233,,
34234,,
34235,,
34236,,
34237,,
34238,,
34239,,
34240,,
34241,,
34242,,
34243,,
34244,,
34245,,
34246,,
34247,,244.50840892822225
34248,,276.13953392646533
34249,,3221.0898326425895
34250,,14027.133270378623
34251,,12611.829915013202
34252,,3051.0961693745107
34253,,663.6447393029603
34254,,
34255,,
34256,,
34257,,
34258,,
34259,,
34260,,
34261,,
34262,,
34263,,
34264,,
34265,,
34266,,
34267,,
34268,,
34269,,
34270,,
34271,,244.59147148671263
34272,,276.23334197294037
34273,,3222.1840770646913
34274,,14031.898462638594
34275,,12616.114311057405
34276,,3052.132664827323
34277,,663.8701877045788
34278,,
34279,,
34280,,
34281,,
34282,,
34283,,
34284,,
34285,,
34286,,
34287,,
34288,,
34289,,
34290,,
34291,,
34292,,
34293,,
34294,,
34295,,244.67453404520296
34296,,276.3271500194154
34297,,3223.2783214867923
34298,,14036.663654898566
34299,,12620.398707101605
34300,,3053.1691602801347
34301,,664.0956361061974
34302,,
34303,,
34304,,
34305,,
34306,,
34307,,
34308,,
34309,,
34310,,
34311,,
34312,,
34313,,
34314,,
34315,,
34316,,
34317,,
34318,,
34319,,244.7575966036933
34320,,276.4209580658903
34321,,3224.372565908893
34322,,14041.428847158539
34323,,12624.683103145806
34324,,3054.2056557329465
34325,,664.321084507816
34326,,
34327,,
34328,,
34329,,
34330,,
34331,,
34332,,
34333,,
34334,,
34335,,
34336,,
34337,,
34338,,
34339,,
34340,,
34341,,
34342,,
34343,,244.84065916218367
34344,,276.5147661123654
34345,,3225.466810330995
34346,,14046.194039418511
34347,,12628.96749919001
34348,,3055.2421511857588
34349,,664.5465329094346
34350,,
34351,,
34352,,
34353,,
34354,,
34355,,
34356,,
34357,,
34358,,
34359,,
34360,,
34361,,
34362,,
34363,,
34364,,
34365,,
34366,,
34367,,244.92372172067402
34368,,276.6085741588403
34369,,3226.561054753096
34370,,14050.95923167848
34371,,12633.251895234212
34372,,3056.27864663857
34373,,664.7719813110531
34374,,
34375,,
34376,,
34377,,
34378,,
34379,,
34380,,
34381,,
34382,,
34383,,
34384,,
34385,,
34386,,
34387,,
34388,,
34389,,
34390,,
34391,,245.0067842791644
34392,,276.70238220531536
34393,,3227.655299175198
34394,,14055.724423938456
34395,,12637.536291278415
34396,,3057.3151420913823
34397,,664.9974297126718
34398,,
34399,,
34400,,
34401,,
34402,,
34403,,
34404,,
34405,,
34406,,
34407,,
34408,,
34409,,
34410,,
34411,,
34412,,
34413,,
34414,,
34415,,245.08984683765476
34416,,276.7961902517904
34417,,3228.7495435972987
34418,,14060.489616198427
34419,,12641.820687322615
34420,,3058.351637544194
34421,,665.2228781142903
34422,,
34423,,
34424,,
34425,,
34426,,
34427,,
34428,,
34429,,
34430,,
34431,,
34432,,
34433,,
34434,,
34435,,
34436,,
34437,,
34438,,
34439,,245.1729093961451
34440,,276.88999829826537
34441,,3229.8437880193997
34442,,14065.254808458398
34443,,12646.105083366816
34444,,3059.388132997006
34445,,665.4483265159089
34446,,
34447,,
34448,,
34449,,
34450,,
34451,,
34452,,
34453,,
34454,,
34455,,
34456,,
34457,,
34458,,
34459,,
34460,,
34461,,
34462,,
34463,,245.25597195463547
34464,,276.9838063447404
34465,,3230.9380324415015
34466,,14070.020000718374
34467,,12650.38947941102
34468,,3060.424628449818
34469,,665.6737749175276
34470,,
34471,,
34472,,
34473,,
34474,,
34475,,
34476,,
34477,,
34478,,
34479,,
34480,,
34481,,
34482,,
34483,,
34484,,
34485,,
34486,,
34487,,245.3390345131258
34488,,277.0776143912153
34489,,3232.0322768636024
34490,,14074.785192978343
34491,,12654.673875455223
34492,,3061.4611239026294
34493,,665.899223319146
34494,,
34495,,
34496,,
34497,,
34498,,
34499,,
34500,,
34501,,
34502,,
34503,,
34504,,
34505,,
34506,,
34507,,
34508,,
34509,,
34510,,
34511,,245.42209707161618
34512,,277.17142243769035
34513,,3233.1265212857043
34514,,14079.550385238315
34515,,12658.958271499425
34516,,3062.4976193554417
34517,,666.1246717207647
34518,,
34519,,
34520,,
34521,,
34522,,
34523,,
34524,,
34525,,
34526,,
34527,,
34528,,
34529,,
34530,,
34531,,
34532,,
34533,,
34534,,
34535,,245.50515963010653
34536,,277.26523048416533
34537,,3234.220765707805
34538,,14084.315577498288
34539,,12663.242667543625
34540,,3063.5341148082534
34541,,666.3501201223833
34542,,
34543,,
34544,,
34545,,
34546,,
34547,,
34548,,
34549,,
34550,,
34551,,
34552,,
34553,,
34554,,
34555,,
34556,,
34557,,
34558,,
34559,,245.5882221885969
34560,,277.35903853064036
34561,,3235.315010129906
34562,,14089.08076975826
34563,,12667.527063587826
34564,,3064.570610261065
34565,,666.5755685240018
34566,,
34567,,
34568,,
34569,,
34570,,
34571,,
34572,,
34573,,
34574,,
34575,,
34576,,
34577,,
34578,,
34579,,
34580,,
34581,,
34582,,
34583,,245.6712847470872
34584,,277.45284657711534
34585,,3236.4092545520075
34586,,14093.845962018231
34587,,12671.81145963203
34588,,3065.607105713877
34589,,666.8010169256204
34590,,
34591,,
34592,,
34593,,
34594,,
34595,,
34596,,
34597,,
34598,,
34599,,
34600,,
34601,,
34602,,
34603,,
34604,,
34605,,
34606,,
34607,,245.75434730557754
34608,,277.5466546235903
34609,,3237.503498974109
34610,,14098.611154278202
34611,,12676.095855676233
34612,,3066.643601166689
34613,,667.026465327239
34614,,
34615,,
34616,,
34617,,
34618,,
34619,,
34620,,
34621,,
34622,,
34623,,
34624,,
34625,,
34626,,
34627,,
34628,,
34629,,
34630,,
34631,,245.83740986406792
34632,,277.6404626700654
34633,,3238.5977433962107
34634,,14103.376346538178
34635,,12680.380251720435
34636,,3067.6800966195015
34637,,667.2519137288575
34638,,
34639,,
34640,,
34641,,
34642,,
34643,,
34644,,
34645,,
34646,,
34647,,
34648,,
34649,,
34650,,
34651,,
34652,,
34653,,
34654,,
34655,,245.9204724225583
34656,,277.7342707165403
34657,,3239.6919878183116
34658,,14108.141538798149
34659,,12684.664647764635
34660,,3068.716592072313
34661,,667.4773621304762
34662,,
34663,,
34664,,
34665,,
34666,,
34667,,
34668,,
34669,,
34670,,
34671,,
34672,,
34673,,
34674,,
34675,,
34676,,
34677,,
34678,,
34679,,246.00353498104866
34680,,277.82807876301536
34681,,3240.7862322404126
34682,,14112.90673105812
34683,,12688.94904380884
34684,,3069.753087525125
34685,,667.7028105320946
34686,,
34687,,
34688,,
34689,,
34690,,
34691,,
34692,,
34693,,
34694,,
34695,,
34696,,
34697,,
34698,,
34699,,
34700,,
34701,,
34702,,
34703,,246.086597539539
34704,,277.92188680949033
34705,,3241.880476662514
34706,,14117.671923318092
34707,,12693.23343985304
34708,,3070.7895829779363
34709,,667.9282589337133
34710,,
34711,,
34712,,
34713,,
34714,,
34715,,
34716,,
34717,,
34718,,
34719,,
34720,,
34721,,
34722,,
34723,,
34724,,
34725,,
34726,,
34727,,246.16966009802934
34728,,278.0156948559653
34729,,3242.9747210846153
34730,,14122.437115578065
34731,,12697.517835897243
34732,,3071.8260784307486
34733,,668.1537073353318
34734,,
34735,,
34736,,
34737,,
34738,,
34739,,
34740,,
34741,,
34742,,
34743,,
34744,,
34745,,
34746,,
34747,,
34748,,
34749,,
34750,,
34751,,246.25272265651972
34752,,278.10950290244034
34753,,3244.068965506717
34754,,14127.202307838035
34755,,12701.802231941445
34756,,3072.862573883561
34757,,668.3791557369505
34758,,
34759,,
34760,,
34761,,
34762,,
34763,,
34764,,
34765,,
34766,,
34767,,
34768,,
34769,,
34770,,
34771,,
34772,,
34773,,
34774,,
34775,,246.33578521501005
34776,,278.2033109489153
34777,,3245.163209928817
34778,,14131.967500098006
34779,,12706.086627985645
34780,,3073.899069336372
34781,,668.6046041385689
34782,,
34783,,
34784,,
34785,,
34786,,
34787,,
34788,,
34789,,
34790,,
34791,,
34792,,
34793,,
34794,,
34795,,
34796,,
34797,,
34798,,
34799,,246.41884777350043
34800,,278.29711899539035
34801,,3246.257454350919
34802,,14136.732692357979
34803,,12710.37102402985
34804,,3074.9355647891844
34805,,668.8300525401876
34806,,
34807,,
34808,,
34809,,
34810,,
34811,,
34812,,
34813,,
34814,,
34815,,
34816,,
34817,,
34818,,
34819,,
34820,,
34821,,
34822,,
34823,,246.50191033199079
34824,,278.3909270418653
34825,,3247.3516987730204
34826,,14141.497884617951
34827,,12714.65542007405
34828,,3075.972060241996
34829,,669.055500941806
34830,,
34831,,
34832,,
34833,,
34834,,
34835,,
34836,,
34837,,
34838,,
34839,,
34840,,
34841,,
34842,,
34843,,
34844,,
34845,,
34846,,
34847,,246.58497289048114
34848,,278.48473508834036
34849,,3248.445943195122
34850,,14146.263076877922
34851,,12718.939816118253
34852,,3077.008555694808
34853,,669.2809493434247
34854,,
34855,,
34856,,
34857,,
34858,,
34859,,
34860,,
34861,,
34862,,
34863,,
34864,,
34865,,
34866,,
34867,,
34868,,
34869,,
34870,,
34871,,246.66803544897152
34872,,278.57854313481533
34873,,3249.5401876172236
34874,,14151.028269137896
34875,,12723.224212162455
34876,,3078.04505114762
34877,,669.5063977450433
34878,,
34879,,
34880,,
34881,,
34882,,
34883,,
34884,,
34885,,
34886,,
34887,,
34888,,
34889,,
34890,,
34891,,
34892,,
34893,,
34894,,
34895,,246.75109800746185
34896,,278.6723511812903
34897,,3250.6344320393237
34898,,14155.793461397865
34899,,12727.508608206655
34900,,3079.0815466004315
34901,,669.7318461466618
34902,,
34903,,
34904,,
34905,,
34906,,
34907,,
34908,,
34909,,
34910,,
34911,,
34912,,
34913,,
34914,,
34915,,
34916,,
34917,,
34918,,
34919,,246.83416056595223
34920,,278.76615922776534
34921,,3251.7286764614255
34922,,14160.55865365784
34923,,12731.79300425086
34924,,3080.1180420532437
34925,,669.9572945482804
34926,,
34927,,
34928,,
34929,,
34930,,
34931,,
34932,,
34933,,
34934,,
34935,,
34936,,
34937,,
34938,,
34939,,
34940,,
34941,,
34942,,
34943,,246.91722312444256
34944,,278.8599672742403
34945,,3252.822920883527
34946,,14165.32384591781
34947,,12736.07740029506
34948,,3081.154537506056
34949,,670.182742949899
34950,,
34951,,
34952,,
34953,,
34954,,
34955,,
34956,,
34957,,
34958,,
34959,,
34960,,
34961,,
34962,,
34963,,
34964,,
34965,,
34966,,
34967,,247.0002856829329
34968,,278.9537753207153
34969,,3253.9171653056283
34970,,14170.089038177783
34971,,12740.361796339263
34972,,3082.1910329588673
34973,,670.4081913515175
34974,,
34975,,
34976,,
34977,,
34978,,
34979,,
34980,,
34981,,
34982,,
34983,,
34984,,
34985,,
34986,,
34987,,
34988,,
34989,,
34990,,
34991,,247.0833482414233
34992,,279.0475833671903
34993,,3255.01140972773
34994,,14174.854230437757
34995,,12744.646192383465
34996,,3083.2275284116795
34997,,670.6336397531362
34998,,
34999,,
35000,,
35001,,
35002,,
35003,,
35004,,
35005,,
35006,,
35007,,
35008,,
35009,,
35010,,
35011,,
35012,,
35013,,
35014,,
35015,,247.1664107999136
35016,,279.1413914136653
35017,,3256.10565414983
35018,,14179.619422697726
35019,,12748.930588427665
35020,,3084.264023864491
35021,,670.8590881547547
35022,,
35023,,
35024,,
35025,,
35026,,
35027,,
35028,,
35029,,
35030,,
35031,,
35032,,
35033,,
35034,,
35035,,
35036,,
35037,,
35038,,
35039,,247.24947335840397
35040,,279.2351994601403
35041,,3257.199898571932
35042,,14184.3846149577
35043,,12753.21498447187
35044,,3085.300519317303
35045,,671.0845365563733
35046,,
35047,,
35048,,
35049,,
35050,,
35051,,
35052,,
35053,,
35054,,
35055,,
35056,,
35057,,
35058,,
35059,,
35060,,
35061,,
35062,,
35063,,247.33253591689436
35064,,279.3290075066153
35065,,3258.2941429940333
35066,,14189.149807217673
35067,,12757.49938051607
35068,,3086.3370147701144
35069,,671.3099849579919
35070,,
35071,,
35072,,
35073,,
35074,,
35075,,
35076,,
35077,,
35078,,
35079,,
35080,,
35081,,
35082,,
35083,,
35084,,
35085,,
35086,,
35087,,247.41559847538468
35088,,279.4228155530903
35089,,3259.3883874161347
35090,,14193.914999477644
35091,,12761.783776560273
35092,,3087.3735102229266
