,ID,AEP_MW
73484,,4748.875721080371
73485,,1032.929221154188
73486,,
73487,,
73488,,
73489,,
73490,,
73491,,
73492,,
73493,,
73494,,
73495,,
73496,,
73497,,
73498,,
73499,,
73500,,
73501,,
73502,,
73503,,380.647942293915
73504,,429.8909220989875
73505,,5014.556440466579
73506,,21837.283384472757
73507,,19633.95503146028
73508,,4749.912216533183
73509,,1033.1546695558068
73510,,
73511,,
73512,,
73513,,
73514,,
73515,,
73516,,
73517,,
73518,,
73519,,
73520,,
73521,,
73522,,
73523,,
73524,,
73525,,
73526,,
73527,,380.73100485240536
73528,,429.98473014546255
73529,,5015.65068488868
73530,,21842.048576732726
73531,,19638.23942750448
73532,,4750.948711985994
73533,,1033.380117957425
73534,,
73535,,
73536,,
73537,,
73538,,
73539,,
73540,,
73541,,
73542,,
73543,,
73544,,
73545,,
73546,,
73547,,
73548,,
73549,,
73550,,
73551,,380.81406741089575
73552,,430.07853819193747
73553,,5016.744929310781
73554,,21846.8137689927
73555,,19642.523823548683
73556,,4751.985207438806
73557,,1033.6055663590437
73558,,
73559,,
73560,,
73561,,
73562,,
73563,,
73564,,
73565,,
73566,,
73567,,
73568,,
73569,,
73570,,
73571,,
73572,,
73573,,
73574,,
73575,,380.8971299693861
73576,,430.17234623841256
73577,,5017.839173732883
73578,,21851.57896125267
73579,,19646.808219592887
73580,,4753.021702891619
73581,,1033.8310147606624
73582,,
73583,,
73584,,
73585,,
73586,,
73587,,
73588,,
73589,,
73590,,
73591,,
73592,,
73593,,
73594,,
73595,,
73596,,
73597,,
73598,,
73599,,380.9801925278764
73600,,430.26615428488753
73601,,5018.933418154984
73602,,21856.34415351264
73603,,19651.092615637084
73604,,4754.05819834443
73605,,1034.056463162281
73606,,
73607,,
73608,,
73609,,
73610,,
73611,,
73612,,
73613,,
73614,,
73615,,
73616,,
73617,,
73618,,
73619,,
73620,,
73621,,
73622,,
73623,,381.0632550863668
73624,,430.3599623313625
73625,,5020.027662577086
73626,,21861.109345772617
73627,,19655.37701168129
73628,,4755.094693797242
73629,,1034.2819115638995
73630,,
73631,,
73632,,
73633,,
73634,,
73635,,
73636,,
73637,,
73638,,
73639,,
73640,,
73641,,
73642,,
73643,,
73644,,
73645,,
73646,,
73647,,381.14631764485716
73648,,430.4537703778375
73649,,5021.121906999187
73650,,21865.874538032585
73651,,19659.66140772549
73652,,4756.1311892500535
73653,,1034.507359965518
73654,,
73655,,
73656,,
73657,,
73658,,
73659,,
73660,,
73661,,
73662,,
73663,,
73664,,
73665,,
73666,,
73667,,
73668,,
73669,,
73670,,
73671,,381.22938020334755
73672,,430.5475784243125
73673,,5022.216151421288
73674,,21870.63973029256
73675,,19663.94580376969
73676,,4757.167684702866
73677,,1034.7328083671366
73678,,
73679,,
73680,,
73681,,
73682,,
73683,,
73684,,
73685,,
73686,,
73687,,
73688,,
73689,,
73690,,
73691,,
73692,,
73693,,
73694,,
73695,,381.31244276183793
73696,,430.64138647078755
73697,,5023.310395843389
73698,,21875.40492255253
73699,,19668.230199813894
73700,,4758.204180155678
73701,,1034.9582567687553
73702,,
73703,,
73704,,
73705,,
73706,,
73707,,
73708,,
73709,,
73710,,
73711,,
73712,,
73713,,
73714,,
73715,,
73716,,
73717,,
73718,,
73719,,381.3955053203282
73720,,430.73519451726247
73721,,5024.40464026549
73722,,21880.170114812503
73723,,19672.514595858098
73724,,4759.240675608489
73725,,1035.1837051703737
73726,,
73727,,
73728,,
73729,,
73730,,
73731,,
73732,,
73733,,
73734,,
73735,,
73736,,
73737,,
73738,,
73739,,
73740,,
73741,,
73742,,
73743,,381.4785678788186
73744,,430.82900256373756
73745,,5025.498884687592
73746,,21884.935307072476
73747,,19676.7989919023
73748,,4760.2771710613015
73749,,1035.4091535719924
73750,,
73751,,
73752,,
73753,,
73754,,
73755,,
73756,,
73757,,
73758,,
73759,,
73760,,
73761,,
73762,,
73763,,
73764,,
73765,,
73766,,
73767,,381.5616304373089
73768,,430.9228106102124
73769,,5026.593129109692
73770,,21889.700499332444
73771,,19681.0833879465
73772,,4761.313666514114
73773,,1035.6346019736109
73774,,
73775,,
73776,,
73777,,
73778,,
73779,,
73780,,
73781,,
73782,,
73783,,
73784,,
73785,,
73786,,
73787,,
73788,,
73789,,
73790,,
73791,,381.6446929957993
73792,,431.0166186566875
73793,,5027.687373531794
73794,,21894.465691592417
73795,,19685.367783990703
73796,,4762.350161966925
73797,,1035.8600503752295
73798,,
73799,,
73800,,
73801,,
73802,,
73803,,
73804,,
73805,,
73806,,
73807,,
73808,,
73809,,
73810,,
73811,,
73812,,
73813,,
73814,,
73815,,381.7277555542897
73816,,431.1104267031626
73817,,5028.781617953896
73818,,21899.230883852393
73819,,19689.652180034907
73820,,4763.386657419737
73821,,1036.0854987768482
73822,,
73823,,
73824,,
73825,,
73826,,
73827,,
73828,,
73829,,
73830,,
73831,,
73832,,
73833,,
73834,,
73835,,
73836,,
73837,,
73838,,
73839,,381.81081811278
73840,,431.20423474963746
73841,,5029.875862375997
73842,,21903.996076112362
73843,,19693.936576079108
73844,,4764.423152872549
73845,,1036.3109471784667
73846,,
73847,,
73848,,
73849,,
73850,,
73851,,
73852,,
73853,,
73854,,
73855,,
73856,,
73857,,
73858,,
73859,,
73860,,
73861,,
73862,,381.8938806712704
73863,,431.29804279611255
73864,,5030.970106798099
73865,,21908.761268372335
73866,,19698.22097212331
73867,,4765.459648325361
73868,,1036.5363955800854
73869,,
73870,,
73871,,
73872,,
73873,,
73874,,
73875,,
73876,,
73877,,
73878,,
73879,,
73880,,
73881,,
73882,,
73883,,
73884,,
73885,,
73886,,381.97694322976065
73887,,431.3918508425875
73888,,5032.064351220199
73889,,21913.526460632303
73890,,19702.50536816751
73891,,4766.496143778172
73892,,1036.7618439817038
73893,,
73894,,
73895,,
73896,,
73897,,
73898,,
73899,,
73900,,
73901,,
73902,,
73903,,
73904,,
73905,,
73906,,
73907,,
73908,,
73909,,
73910,,382.06000578825103
73911,,431.4856588890625
73912,,5033.1585956423005
73913,,21918.29165289228
73914,,19706.78976421171
73915,,4767.532639230984
73916,,1036.9872923833225
73917,,
73918,,
73919,,
73920,,
73921,,
73922,,
73923,,
73924,,
73925,,
73926,,
73927,,
73928,,
73929,,
73930,,
73931,,
73932,,
73933,,
73934,,382.1430683467414
73935,,431.57946693553754
73936,,5034.252840064402
73937,,21923.056845152252
73938,,19711.074160255914
73939,,4768.5691346837975
73940,,1037.2127407849412
73941,,
73942,,
73943,,
73944,,
73945,,
73946,,
73947,,
73948,,
73949,,
73950,,
73951,,
73952,,
73953,,
73954,,
73955,,
73956,,
73957,,
73958,,382.2261309052318
73959,,431.6732749820125
73960,,5035.347084486503
73961,,21927.82203741222
73962,,19715.358556300118
73963,,4769.605630136608
73964,,1037.4381891865596
73965,,
73966,,
73967,,
73968,,
73969,,
73970,,
73971,,
73972,,
73973,,
73974,,
73975,,
73976,,
73977,,
73978,,
73979,,
73980,,
73981,,
73982,,382.3091934637222
73983,,431.7670830284875
73984,,5036.441328908605
73985,,21932.587229672197
73986,,19719.64295234432
73987,,4770.64212558942
73988,,1037.6636375881783
73989,,
73990,,
73991,,
73992,,
73993,,
73994,,
73995,,
73996,,
73997,,
73998,,
73999,,
74000,,
74001,,
74002,,
74003,,
74004,,
74005,,
74006,,382.39225602221245
74007,,431.86089107496247
74008,,5037.535573330705
74009,,21937.352421932166
74010,,19723.92734838852
74011,,4771.6786210422315
74012,,1037.8890859897967
74013,,
74014,,
74015,,
74016,,
74017,,
74018,,
74019,,
74020,,
74021,,
74022,,
74023,,
74024,,
74025,,
74026,,
74027,,
74028,,
74029,,
74030,,382.47531858070283
74031,,431.95469912143756
74032,,5038.629817752807
74033,,21942.11761419214
74034,,19728.211744432723
74035,,4772.715116495045
74036,,1038.1145343914154
74037,,
74038,,
74039,,
74040,,
74041,,
74042,,
74043,,
74044,,
74045,,
74046,,
74047,,
74048,,
74049,,
74050,,
74051,,
74052,,
74053,,
74054,,382.5583811391932
74055,,432.0485071679125
74056,,5039.724062174909
74057,,21946.882806452115
74058,,19732.496140476927
74059,,4773.751611947857
74060,,1038.3399827930339
74061,,
74062,,
74063,,
74064,,
74065,,
74066,,
74067,,
74068,,
74069,,
74070,,
74071,,
74072,,
74073,,
74074,,
74075,,
74076,,
74077,,
74078,,382.64144369768354
74079,,432.1423152143875
74080,,5040.81830659701
74081,,21951.647998712084
74082,,19736.780536521128
74083,,4774.788107400667
74084,,1038.5654311946523
74085,,
74086,,
74087,,
74088,,
74089,,
74090,,
74091,,
74092,,
74093,,
74094,,
74095,,
74096,,
74097,,
74098,,
74099,,
74100,,
74101,,
74102,,382.7245062561739
74103,,432.23612326086254
74104,,5041.912551019112
74105,,21956.413190972056
74106,,19741.06493256533
74107,,4775.82460285348
74108,,1038.7908795962712
74109,,
74110,,
74111,,
74112,,
74113,,
74114,,
74115,,
74116,,
74117,,
74118,,
74119,,
74120,,
74121,,
74122,,
74123,,
74124,,
74125,,
74126,,382.80756881466425
74127,,432.32993130733746
74128,,5043.006795441212
74129,,21961.178383232025
74130,,19745.34932860953
74131,,4776.861098306292
74132,,1039.0163279978894
74133,,
74134,,
74135,,
74136,,
74137,,
74138,,
74139,,
74140,,
74141,,
74142,,
74143,,
74144,,
74145,,
74146,,
74147,,
74148,,
74149,,
74150,,382.89063137315463
74151,,432.4237393538125
74152,,5044.101039863313
74153,,21965.943575492
74154,,19749.633724653733
74155,,4777.897593759104
74156,,1039.2417763995081
74157,,
74158,,
74159,,
74160,,
74161,,
74162,,
74163,,
74164,,
74165,,
74166,,
74167,,
74168,,
74169,,
74170,,
74171,,
74172,,
74173,,
74174,,382.97369393164496
74175,,432.51754740028747
74176,,5045.195284285414
74177,,21970.70876775197
74178,,19753.918120697934
74179,,4778.934089211914
74180,,1039.4672248011266
74181,,
74182,,
74183,,
74184,,
74185,,
74186,,
74187,,
74188,,
74189,,
74190,,
74191,,
74192,,
74193,,
74194,,
74195,,
74196,,
74197,,
74198,,383.05675649013534
74199,,432.61135544676245
74200,,5046.289528707516
74201,,21975.473960011943
74202,,19758.202516742138
74203,,4779.9705846647275
74204,,1039.6926732027455
74205,,
74206,,
74207,,
74208,,
74209,,
74210,,
74211,,
74212,,
74213,,
74214,,
74215,,
74216,,
74217,,
74218,,
74219,,
74220,,
74221,,
74222,,383.1398190486257
74223,,432.7051634932375
74224,,5047.383773129618
74225,,21980.239152271915
74226,,19762.48691278634
74227,,4781.007080117539
74228,,1039.918121604364
74229,,
74230,,
74231,,
74232,,
74233,,
74234,,
74235,,
74236,,
74237,,
74238,,
74239,,
74240,,
74241,,
74242,,
74243,,
74244,,
74245,,
74246,,383.22288160711605
74247,,432.7989715397125
74248,,5048.478017551718
74249,,21985.004344531888
74250,,19766.77130883054
74251,,4782.043575570351
74252,,1040.1435700059824
74253,,
74254,,
74255,,
74256,,
74257,,
74258,,
74259,,
74260,,
74261,,
74262,,
74263,,
74264,,
74265,,
74266,,
74267,,
74268,,
74269,,
74270,,383.30594416560643
74271,,432.89277958618743
74272,,5049.57226197382
74273,,21989.769536791857
74274,,19771.055704874743
74275,,4783.080071023162
74276,,1040.369018407601
74277,,
74278,,
74279,,
74280,,
74281,,
74282,,
74283,,
74284,,
74285,,
74286,,
74287,,
74288,,
74289,,
74290,,
74291,,
74292,,
74293,,
74294,,383.3890067240967
74295,,432.98658763266246
74296,,5050.666506395921
74297,,21994.53472905183
74298,,19775.340100918944
74299,,4784.116566475975
74300,,1040.5944668092197
74301,,
74302,,
74303,,
74304,,
74305,,
74306,,
74307,,
74308,,
74309,,
74310,,
74311,,
74312,,
74313,,
74314,,
74315,,
74316,,
74317,,
74318,,383.4720692825871
74319,,433.0803956791375
74320,,5051.760750818023
74321,,21999.299921311802
74322,,19779.624496963148
74323,,4785.153061928787
74324,,1040.8199152108382
74325,,
74326,,
74327,,
74328,,
74329,,
74330,,
74331,,
74332,,
74333,,
74334,,
74335,,
74336,,
74337,,
74338,,
74339,,
74340,,
74341,,
74342,,383.55513184107747
74343,,433.1742037256125
74344,,5052.8549952401245
74345,,22004.065113571778
74346,,19783.90889300735
74347,,4786.189557381598
74348,,1041.0453636124569
74349,,
74350,,
74351,,
74352,,
74353,,
74354,,
74355,,
74356,,
74357,,
74358,,
74359,,
74360,,
74361,,
74362,,
74363,,
74364,,
74365,,
74366,,383.6381943995678
74367,,433.26801177208745
74368,,5053.9492396622245
74369,,22008.830305831747
74370,,19788.19328905155
74371,,4787.22605283441
74372,,1041.2708120140753
74373,,
74374,,
74375,,
74376,,
74377,,
74378,,
74379,,
74380,,
74381,,
74382,,
74383,,
74384,,
74385,,
74386,,
74387,,
74388,,
74389,,
74390,,383.7212569580582
74391,,433.3618198185625
74392,,5055.043484084326
74393,,22013.59549809172
74394,,19792.477685095753
74395,,4788.262548287223
74396,,1041.496260415694
74397,,
74398,,
74399,,
74400,,
74401,,
74402,,
74403,,
74404,,
74405,,
74406,,
74407,,
74408,,
74409,,
74410,,
74411,,
74412,,
74413,,
74414,,383.8043195165485
74415,,433.4556278650374
74416,,5056.137728506427
74417,,22018.36069035169
74418,,19796.762081139954
74419,,4789.299043740034
74420,,1041.7217088173124
74421,,
74422,,
74423,,
74424,,
74425,,
74426,,
74427,,
74428,,
74429,,
74430,,
74431,,
74432,,
74433,,
74434,,
74435,,
74436,,
74437,,
74438,,383.8873820750389
74439,,433.54943591151243
74440,,5057.231972928529
74441,,22023.12588261166
74442,,19801.046477184158
74443,,4790.335539192845
74444,,1041.9471572189311
74445,,
74446,,
74447,,
74448,,
74449,,
74450,,
74451,,
74452,,
74453,,
74454,,
74455,,
74456,,
74457,,
74458,,
74459,,
74460,,
74461,,
74462,,383.97044463352927
74463,,433.6432439579875
74464,,5058.326217350631
74465,,22027.891074871637
74466,,19805.33087322836
74467,,4791.3720346456585
74468,,1042.1726056205498
74469,,
74470,,
74471,,
74472,,
74473,,
74474,,
74475,,
74476,,
74477,,
74478,,
74479,,
74480,,
74481,,
74482,,
74483,,
74484,,
74485,,
74486,,384.0535071920196
74487,,433.7370520044624
74488,,5059.420461772731
74489,,22032.656267131606
74490,,19809.61526927256
74491,,4792.40853009847
74492,,1042.3980540221683
74493,,
74494,,
74495,,
74496,,
74497,,
74498,,
74499,,
74500,,
74501,,
74502,,
74503,,
74504,,
74505,,
74506,,
74507,,
74508,,
74509,,
74510,,384.13656975051
74511,,433.8308600509375
74512,,5060.514706194833
74513,,22037.421459391582
74514,,19813.899665316763
74515,,4793.445025551282
74516,,1042.623502423787
74517,,
74518,,
74519,,
74520,,
74521,,
74522,,
74523,,
74524,,
74525,,
74526,,
74527,,
74528,,
74529,,
74530,,
74531,,
74532,,
74533,,
74534,,384.2196323090003
74535,,433.92466809741245
74536,,5061.608950616934
74537,,22042.18665165155
74538,,19818.184061360964
74539,,4794.481521004092
74540,,1042.8489508254054
74541,,
74542,,
74543,,
74544,,
74545,,
74546,,
74547,,
74548,,
74549,,
74550,,
74551,,
74552,,
74553,,
74554,,
74555,,
74556,,
74557,,
74558,,384.3026948674907
74559,,434.0184761438874
74560,,5062.703195039036
74561,,22046.951843911524
74562,,19822.468457405168
74563,,4795.518016456906
74564,,1043.074399227024
74565,,
74566,,
74567,,
74568,,
74569,,
74570,,
74571,,
74572,,
74573,,
74574,,
74575,,
74576,,
74577,,
74578,,
74579,,
74580,,
74581,,
74582,,384.38575742598107
74583,,434.1122841903625
74584,,5063.7974394611365
74585,,22051.717036171496
74586,,19826.752853449372
74587,,4796.554511909718
74588,,1043.2998476286427
74589,,
74590,,
74591,,
74592,,
74593,,
74594,,
74595,,
74596,,
74597,,
74598,,
74599,,
74600,,
74601,,
74602,,
74603,,
74604,,
74605,,
74606,,384.46881998447134
74607,,434.20609223683743
74608,,5064.891683883237
74609,,22056.482228431465
74610,,19831.03724949357
74611,,4797.591007362529
74612,,1043.5252960302612
74613,,
74614,,
74615,,
74616,,
74617,,
74618,,
74619,,
74620,,
74621,,
74622,,
74623,,
74624,,
74625,,
74626,,
74627,,
74628,,
74629,,
74630,,384.5518825429617
74631,,434.29990028331247
74632,,5065.985928305339
74633,,22061.24742069144
74634,,19835.321645537773
74635,,4798.627502815341
74636,,1043.7507444318796
74637,,
74638,,
74639,,
74640,,
74641,,
74642,,
74643,,
74644,,
74645,,
74646,,
74647,,
74648,,
74649,,
74650,,
74651,,
74652,,
74653,,
74654,,384.6349451014521
74655,,434.3937083297874
74656,,5067.08017272744
74657,,22066.01261295141
74658,,19839.606041581974
74659,,4799.663998268153
74660,,1043.9761928334983
74661,,
74662,,
74663,,
74664,,
74665,,
74666,,
74667,,
74668,,
74669,,
74670,,
74671,,
74672,,
74673,,
74674,,
74675,,
74676,,
74677,,
74678,,384.7180076599425
74679,,434.4875163762625
74680,,5068.174417149542
74681,,22070.777805211386
74682,,19843.890437626178
74683,,4800.700493720965
74684,,1044.2016412351168
74685,,
74686,,
74687,,
74688,,
74689,,
74690,,
74691,,
74692,,
74693,,
74694,,
74695,,
74696,,
74697,,
74698,,
74699,,
74700,,
74701,,
74702,,384.80107021843287
74703,,434.58132442273745
74704,,5069.268661571643
74705,,22075.542997471355
74706,,19848.174833670382
74707,,4801.736989173777
74708,,1044.4270896367357
74709,,
74710,,
74711,,
74712,,
74713,,
74714,,
74715,,
74716,,
74717,,
74718,,
74719,,
74720,,
74721,,
74722,,
74723,,
74724,,
74725,,
74726,,384.88413277692314
74727,,434.67513246921243
74728,,5070.362905993744
74729,,22080.308189731328
74730,,19852.45922971458
74731,,4802.7734846265885
74732,,1044.652538038354
74733,,
74734,,
74735,,
74736,,
74737,,
74738,,
74739,,
74740,,
74741,,
74742,,
74743,,
74744,,
74745,,
74746,,
74747,,
74748,,
74749,,
74750,,384.9671953354135
74751,,434.7689405156875
74752,,5071.457150415846
74753,,22085.0733819913
74754,,19856.743625758783
74755,,4803.809980079401
74756,,1044.8779864399726
74757,,
74758,,
74759,,
74760,,
74761,,
74762,,
74763,,
74764,,
74765,,
74766,,
74767,,
74768,,
74769,,
74770,,
74771,,
74772,,
74773,,
74774,,385.05025789390385
74775,,434.8627485621624
74776,,5072.551394837947
74777,,22089.83857425127
74778,,19861.028021802984
74779,,4804.846475532212
74780,,1045.103434841591
74781,,
74782,,
74783,,
74784,,
74785,,
74786,,
74787,,
74788,,
74789,,
74790,,
74791,,
74792,,
74793,,
74794,,
74795,,
74796,,
74797,,
74798,,385.13332045239423
74799,,434.95655660863747
74800,,5073.6456392600485
74801,,22094.60376651124
74802,,19865.312417847188
74803,,4805.882970985024
74804,,1045.32888324321
74805,,
74806,,
74807,,
74808,,
74809,,
74810,,
74811,,
74812,,
74813,,
74814,,
74815,,
74816,,
74817,,
74818,,
74819,,
74820,,
74821,,
74822,,385.21638301088456
74823,,435.0503646551124
74824,,5074.7398836821485
74825,,22099.368958771214
74826,,19869.596813891385
74827,,4806.919466437836
74828,,1045.5543316448282
74829,,
74830,,
74831,,
74832,,
74833,,
74834,,
74835,,
74836,,
74837,,
74838,,
74839,,
74840,,
74841,,
74842,,
74843,,
74844,,
74845,,
74846,,385.29944556937494
74847,,435.1441727015874
74848,,5075.83412810425
74849,,22104.134151031187
74850,,19873.88120993559
74851,,4807.955961890648
74852,,1045.7797800464468
74853,,
74854,,
74855,,
74856,,
74857,,
74858,,
74859,,
74860,,
74861,,
74862,,
74863,,
74864,,
74865,,
74866,,
74867,,
74868,,
74869,,
74870,,385.3825081278653
74871,,435.23798074806245
74872,,5076.928372526352
74873,,22108.89934329116
74874,,19878.165605979793
74875,,4808.99245734346
74876,,1046.0052284480655
74877,,
74878,,
74879,,
74880,,
74881,,
74882,,
74883,,
74884,,
74885,,
74886,,
74887,,
74888,,
74889,,
74890,,
74891,,
74892,,
74893,,
74894,,385.4655706863556
74895,,435.33178879453743
74896,,5078.022616948453
74897,,22113.66453555113
74898,,19882.450002023994
74899,,4810.028952796271
74900,,1046.2306768496842
74901,,
74902,,
74903,,
74904,,
74905,,
74906,,
74907,,
74908,,
74909,,
74910,,
74911,,
74912,,
74913,,
74914,,
74915,,
74916,,
74917,,
74918,,385.548633244846
74919,,435.4255968410124
74920,,5079.116861370555
74921,,22118.429727811104
74922,,19886.734398068198
74923,,4811.0654482490845
74924,,1046.4561252513026
74925,,
74926,,
74927,,
74928,,
74929,,
74930,,
74931,,
74932,,
74933,,
74934,,
74935,,
74936,,
74937,,
74938,,
74939,,
74940,,
74941,,
74942,,385.63169580333636
74943,,435.5194048874874
74944,,5080.211105792655
74945,,22123.194920071073
74946,,19891.018794112395
74947,,4812.101943701895
74948,,1046.681573652921
74949,,
74950,,
74951,,
74952,,
74953,,
74954,,
74955,,
74956,,
74957,,
74958,,
74959,,
74960,,
74961,,
74962,,
74963,,
74964,,
74965,,
74966,,385.71475836182674
74967,,435.6132129339625
74968,,5081.305350214757
74969,,22127.960112331046
74970,,19895.3031901566
74971,,4813.138439154707
74972,,1046.9070220545398
74973,,
74974,,
74975,,
74976,,
74977,,
74978,,
74979,,
74980,,
74981,,
74982,,
74983,,
74984,,
74985,,
74986,,
74987,,
74988,,
74989,,
74990,,385.7978209203171
74991,,435.7070209804374
74992,,5082.399594636858
74993,,22132.725304591022
74994,,19899.587586200803
74995,,4814.174934607519
74996,,1047.1324704561584
74997,,
74998,,
74999,,
75000,,
75001,,
75002,,
75003,,
75004,,
75005,,
75006,,
75007,,
75008,,
75009,,
75010,,
75011,,
75012,,
75013,,
75014,,385.8808834788074
75015,,435.8008290269124
75016,,5083.49383905896
75017,,22137.49049685099
75018,,19903.871982245004
75019,,4815.211430060332
75020,,1047.357918857777
75021,,
75022,,
75023,,
75024,,
75025,,
75026,,
75027,,
75028,,
75029,,
75030,,
75031,,
75032,,
75033,,
75034,,
75035,,
75036,,
75037,,
75038,,385.9639460372978
75039,,435.89463707338746
75040,,5084.5880834810605
75041,,22142.255689110963
75042,,19908.156378289208
75043,,4816.247925513143
75044,,1047.5833672593956
75045,,
75046,,
75047,,
75048,,
75049,,
75050,,
75051,,
75052,,
75053,,
75054,,
75055,,
75056,,
75057,,
75058,,
75059,,
75060,,
75061,,
75062,,386.0470085957881
75063,,435.9884451198624
75064,,5085.682327903161
75065,,22147.020881370932
75066,,19912.440774333405
75067,,4817.284420965954
75068,,1047.808815661014
75069,,
75070,,
75071,,
75072,,
75073,,
75074,,
75075,,
75076,,
75077,,
75078,,
75079,,
75080,,
75081,,
75082,,
75083,,
75084,,
75085,,
75086,,386.1300711542785
75087,,436.0822531663374
75088,,5086.776572325263
75089,,22151.78607363091
75090,,19916.72517037761
75091,,4818.3209164187665
75092,,1048.0342640626327
75093,,
75094,,
75095,,
75096,,
75097,,
75098,,
75099,,
75100,,
75101,,
75102,,
75103,,
75104,,
75105,,
75106,,
75107,,
75108,,
75109,,
75110,,386.21313371276887
75111,,436.17606121281244
75112,,5087.870816747365
75113,,22156.55126589088
75114,,19921.009566421813
75115,,4819.357411871579
75116,,1048.2597124642514
75117,,
75118,,
75119,,
75120,,
75121,,
75122,,
75123,,
75124,,
75125,,
75126,,
75127,,
75128,,
75129,,
75130,,
75131,,
75132,,
75133,,
75134,,386.2961962712592
75135,,436.26986925928736
75136,,5088.965061169466
75137,,22161.31645815085
75138,,19925.293962466014
75139,,4820.39390732439
75140,,1048.4851608658696
75141,,
75142,,
75143,,
75144,,
75145,,
75146,,
75147,,
75148,,
75149,,
75150,,
75151,,
75152,,
75153,,
75154,,
75155,,
75156,,
75157,,
75158,,386.3792588297496
75159,,436.3636773057624
75160,,5090.059305591567
75161,,22166.081650410826
75162,,19929.578358510218
75163,,4821.430402777202
75164,,1048.7106092674885
75165,,
75166,,
75167,,
75168,,
75169,,
75170,,
75171,,
75172,,
75173,,
75174,,
75175,,
75176,,
75177,,
75178,,
75179,,
75180,,
75181,,
75182,,
75183,,386.5453839467302
75184,,436.55129339871235
75185,,5092.247794435769
75186,,22175.612034930768
75187,,19938.14715059862
75188,,4823.503393682826
75189,,1049.1615060707256
75190,,
75191,,
75192,,
75193,,
75194,,
75195,,
75196,,
75197,,
75198,,
75199,,
75200,,
75201,,
75202,,
75203,,
75204,,
75205,,
75206,,
75207,,386.6284465052206
75208,,436.64510144518744
75209,,5093.342038857871
75210,,22180.37722719074
75211,,19942.431546642823
75212,,4824.539889135638
75213,,1049.386954472344
75214,,
75215,,
75216,,
75217,,
75218,,
75219,,
75220,,
75221,,
75222,,
75223,,
75224,,
75225,,
75226,,
75227,,
75228,,
75229,,
75230,,
75231,,386.711509063711
75232,,436.7389094916624
75233,,5094.4362832799725
75234,,22185.142419450713
75235,,19946.715942687024
75236,,4825.576384588449
75237,,1049.6124028739628
75238,,
75239,,
75240,,
75241,,
75242,,
75243,,
75244,,
75245,,
75246,,
75247,,
75248,,
75249,,
75250,,
75251,,
75252,,
75253,,
75254,,
75255,,386.7945716222014
75256,,436.8327175381374
75257,,5095.530527702073
75258,,22189.90761171068
75259,,19951.000338731228
75260,,4826.6128800412625
75261,,1049.8378512755812
75262,,
75263,,
75264,,
75265,,
75266,,
75267,,
75268,,
75269,,
75270,,
75271,,
75272,,
75273,,
75274,,
75275,,
75276,,
75277,,
75278,,
75279,,386.87763418069164
75280,,436.92652558461236
75281,,5096.624772124174
75282,,22194.672803970654
75283,,19955.284734775425
75284,,4827.649375494073
75285,,1050.0632996772
75286,,
75287,,
75288,,
75289,,
75290,,
75291,,
75292,,
75293,,
75294,,
75295,,
75296,,
75297,,
75298,,
75299,,
75300,,
75301,,
75302,,
75303,,386.960696739182
75304,,437.0203336310874
75305,,5097.719016546276
75306,,22199.437996230627
75307,,19959.56913081963
75308,,4828.685870946885
75309,,1050.2887480788183
75310,,
75311,,
75312,,
75313,,
75314,,
75315,,
75316,,
75317,,
75318,,
75319,,
75320,,
75321,,
75322,,
75323,,
75324,,
75325,,
75326,,
75327,,387.0437592976724
75328,,437.11414167756243
75329,,5098.813260968378
75330,,22204.203188490603
75331,,19963.853526863833
75332,,4829.722366399698
75333,,1050.514196480437
75334,,
75335,,
75336,,
75337,,
75338,,
75339,,
75340,,
75341,,
75342,,
75343,,
75344,,
75345,,
75346,,
75347,,
75348,,
75349,,
75350,,
75351,,387.12682185616274
75352,,437.20794972403735
75353,,5099.907505390479
75354,,22208.96838075057
75355,,19968.137922908034
75356,,4830.75886185251
75357,,1050.7396448820555
75358,,
75359,,
75360,,
75361,,
75362,,
75363,,
75364,,
75365,,
75366,,
75367,,
75368,,
75369,,
75370,,
75371,,
75372,,
75373,,
75374,,
75375,,387.2098844146531
75376,,437.30175777051244
75377,,5101.00174981258
75378,,22213.733573010544
75379,,19972.422318952238
75380,,4831.795357305322
75381,,1050.9650932836744
75382,,
75383,,
75384,,
75385,,
75386,,
75387,,
75388,,
75389,,
75390,,
75391,,
75392,,
75393,,
75394,,
75395,,
75396,,
75397,,
75398,,
75399,,387.29294697314344
75400,,437.3955658169873
75401,,5102.095994234681
75402,,22218.498765270517
75403,,19976.706714996435
75404,,4832.831852758132
75405,,1051.1905416852926
75406,,
75407,,
75408,,
75409,,
75410,,
75411,,
75412,,
75413,,
75414,,
75415,,
75416,,
75417,,
75418,,
75419,,
75420,,
75421,,
75422,,
75423,,387.3760095316338
75424,,437.4893738634624
75425,,5103.190238656782
75426,,22223.263957530486
75427,,19980.99111104064
75428,,4833.868348210945
75429,,1051.4159900869113
75430,,
75431,,
75432,,
75433,,
75434,,
75435,,
75436,,
75437,,
75438,,
75439,,
75440,,
75441,,
75442,,
75443,,
75444,,
75445,,
75446,,
75447,,387.4590720901242
75448,,437.58318190993737
75449,,5104.284483078884
75450,,22228.029149790458
75451,,19985.275507084843
75452,,4834.904843663757
75453,,1051.6414384885297
75454,,
75455,,
75456,,
75457,,
75458,,
75459,,
